norm,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
barons court,0.007059228650137741,0.0014634986225895317,0.0,0.0,0.0,0.00228133608815427,0.017820247933884297,0.07308884297520661,0.15401170798898073,0.09508436639118457,0.04334538567493113,0.035726584022038564,0.03917011019283746,0.03839531680440771,0.03757747933884298,0.04803719008264463,0.06611570247933884,0.09646177685950413,0.08742252066115702,0.05160984848484849,0.03370351239669422,0.028581267217630855,0.0253099173553719,0.017734159779614324
bayswater,0.008343355381840048,0.0,0.0,0.0,0.0,0.0036079374624173183,0.011951292844257366,0.03638003607937462,0.06629585087191822,0.07651834034876728,0.0640408899579074,0.04848165965123271,0.04712868310282622,0.05126277811184606,0.05524654239326518,0.05968129885748647,0.06877630787733012,0.08380938063740229,0.08869512928442573,0.06509320505111245,0.047730006013229104,0.04164161154539988,0.04209260372820205,0.03322309079975947
becontree,0.00648519498250704,0.0011093096680604147,0.0,0.0,0.0,0.03003669255055892,0.0888301049577609,0.09949654407372643,0.09565662599197884,0.05000426657564638,0.0327673009642461,0.03020735557641437,0.03063401314105299,0.03430326819694513,0.03874050686918679,0.05418551070910487,0.07637170407031317,0.09548596296612338,0.09113405580680946,0.05205222288591177,0.033193958528884716,0.02577011690417271,0.018602269818243877,0.014933014762351737
belsize park,0.007525870178739417,0.0008912214685349309,0.0,0.0,0.0,0.0019309798484923504,0.017230281725008664,0.06535624102589493,0.11566074169431104,0.0812496905481012,0.048472545427538746,0.0438183888696341,0.04664059018666138,0.04956181611130366,0.048472545427538746,0.05812744467000049,0.07397138188839927,0.08857751151161064,0.08020993216814379,0.059018666138535424,0.041738872109719265,0.028568599296925287,0.02426102886567312,0.01871565083923355
bermondsey,0.009933875735137276,0.001584544595788768,0.0,0.0,0.0,0.0075570588414541244,0.035774141451077185,0.08105555047688698,0.1194807569247646,0.07715513301033002,0.03632263765731176,0.030075875308529117,0.030654843526221165,0.03208702806472255,0.03507328518755523,0.04701831367888595,0.06542340859920164,0.09354907517445227,0.09964347746594752,0.06426547216381753,0.0430874242008715,0.03537800530212999,0.03120333973245574,0.023676752902459092
bethnal green,0.013230406347164146,0.0026589471427039776,0.0,0.0,0.0,0.0038168757371073226,0.025474429076873594,0.06317143776133805,0.09299882062828348,0.07698080840570387,0.0443443765412244,0.038018655516243165,0.03836174547014045,0.040956363246488686,0.043122118580465316,0.052385547335692076,0.06615203173582074,0.08504342232229012,0.09413530610056824,0.06722418784174976,0.04485901147207033,0.0388549372788678,0.03804009863836175,0.030170472820842714
blackfriars,0.0030001363698349925,0.0,0.0,0.0,0.0,0.002415694219867137,0.019987921528900665,0.07079542576610626,0.1553836862714539,0.11012838245894294,0.03830044222789348,0.03167676452825778,0.034871714948082055,0.03411194015312384,0.03434571701311098,0.042566869922658825,0.06555492782139448,0.1301163039878436,0.10650484112914223,0.04878143811731702,0.026027157078568508,0.019052814088952097,0.015546161189144961,0.010831661179404258
blackhorse road,0.010648999271566826,0.0020118630545631136,0.0,0.0,0.0,0.011724305386936765,0.05390405494467376,0.09826910402719484,0.12175240209511257,0.06798709632661556,0.033889486281175205,0.027160151236602034,0.027853897117485864,0.030871691699330534,0.03173887405043532,0.041173818030455445,0.06611398244822922,0.09480037462277567,0.09230288945159389,0.06281868951403101,0.04037601026743904,0.03271011828367269,0.02882514135072323,0.023067050539387422
bond street,0.004613581794789849,0.0006145979300341717,0.0,0.0,0.0,0.002802566560955823,0.014758544959887241,0.041366538010833315,0.08123345707238325,0.07102293679474887,0.046594717735657334,0.0457752538289451,0.05331432177069761,0.054945054945054944,0.05693635223836566,0.06256606927747867,0.0763986200227811,0.11600331063418312,0.1080545107390745,0.0590095959223476,0.03889175701256238,0.03025460743581549,0.022002605895223345,0.012840999418180626
borough,0.006482809926138477,0.0,0.0,0.0,0.0,0.002019235878633296,0.015781922525107604,0.05191561719538764,0.11892236569424518,0.10282161645145864,0.0479834210106807,0.03953451299218875,0.04197885116106063,0.044104362612253575,0.04272278016897816,0.051490514905149054,0.07072639353844519,0.10542536797916999,0.09378819278388863,0.05308464849354376,0.0346989744407248,0.028960093522503852,0.027631648865508264,0.019926669854933843
boston manor,0.00779114270092947,0.0017769272826681246,0.0,0.0,0.0,0.009978130125751777,0.032941498086386,0.09581738655002733,0.15691634773100055,0.07230727173318753,0.036495352651722254,0.030754510661563695,0.03225806451612903,0.03417167851284855,0.035401858939311096,0.05371787862219792,0.07012028430836523,0.09390377255330781,0.08187534171678512,0.05112083105522143,0.03225806451612903,0.026243849097867686,0.02528704209950793,0.0188627665390924
bounds green,0.013586129980736085,0.002078475108993207,0.0,0.0,0.0,0.012115989049984791,0.05023826421981142,0.09048970901348474,0.12100780695528744,0.0709216262800365,0.036500050694514855,0.03097434857548413,0.030315319882388725,0.031734766298286525,0.03345837980330528,0.04243130893237352,0.05926188786373315,0.08501470140930752,0.09484943729088513,0.06488897901247086,0.0404035283382338,0.031886849842847,0.03163337726857954,0.026209064179255805
bow road,0.013690943777353833,0.0010660980810234541,0.0,0.0,0.0,0.007350465716530132,0.030411850521826954,0.07591740545393334,0.14089327797104703,0.07406576141847156,0.037650095387723036,0.03226349455728875,0.030972954774997195,0.032880709235776004,0.035966782628212325,0.048816070025810794,0.05925260913477724,0.07894736842105263,0.09314330602625968,0.06497587251711368,0.04180226686118281,0.03512512624845696,0.03602289305352935,0.028784648187633263
brent cross,0.01024279210925645,0.0020232675771370764,0.0,0.0,0.0,0.007207890743550834,0.042109256449165404,0.07372281234193222,0.1201315123925139,0.06284774911482044,0.039074355083459786,0.03376327769347496,0.03793626707132018,0.04337379868487608,0.04489124936772888,0.053995953464845724,0.07081436519979767,0.09901365705614568,0.09231158320687911,0.05589276681841174,0.038189175518462314,0.02680829539706626,0.026681841173495195,0.01896813353566009
brixton,0.01428070702518652,0.0031345450903810523,0.0,0.0,0.0,0.007310600370537279,0.030354013319313002,0.07979570377046717,0.12670372039457212,0.07139352060487707,0.033328326072805566,0.02798057182915227,0.028611486655650692,0.030414100445646186,0.03204646737769766,0.03699364077912974,0.05394822492614291,0.08180862250262881,0.1017875920084122,0.07454809473736919,0.04602673877121827,0.03623253717890942,0.045746332181663414,0.03755445395823945
bromley by bow,0.009483243590773929,0.0004821988266495218,0.0,0.0,0.0,0.010286908301856466,0.03463794904765732,0.08414369525034156,0.1293096520131801,0.06606123925098449,0.038093707305312224,0.03134292373221892,0.029735594310053844,0.03262878726995098,0.03624527846982239,0.051434541509282325,0.07827694285943904,0.09443060355219803,0.09266254118781644,0.06340914570441213,0.03889737201639476,0.03078035843446114,0.02636020252350719,0.021297114843687213
buckhurst hill,0.009107708553326294,0.0017159450897571277,0.0,0.0,0.0,0.011087645195353749,0.04672650475184794,0.12183210137275607,0.1285638859556494,0.05042238648363252,0.02837909186906019,0.02441921858500528,0.02587117212249208,0.027851108764519534,0.031151003167898626,0.046858500527983106,0.06335797254487856,0.10163674762407603,0.11364836325237593,0.06850580781414994,0.03352692713833157,0.023495248152059132,0.02257127771911299,0.019271383315733897
burnt oak,0.008906826247303597,0.0015308607612553057,0.0,0.0,0.0,0.019970774476376036,0.08259689652772946,0.09595713589868485,0.11564957205483264,0.05184051214250922,0.03173056850601907,0.02832092408322316,0.031869737666133185,0.03374852132767379,0.03576647414932851,0.047178345278686244,0.06673161227471992,0.10521188504627374,0.09971470322176605,0.05511098740519101,0.03159139934590495,0.023241249739057824,0.018648667455291906,0.014682346392039525
caledonian road,0.010434685564421628,0.0016740137269125608,0.0,0.0,0.0,0.00496624072317393,0.02538920819150717,0.0675743541097037,0.11137771329724903,0.08091066346744043,0.04592377657496791,0.035935494671056306,0.03866971709168015,0.040734334021538976,0.04106913676692149,0.04782099213213548,0.0673511522794487,0.09430277328274092,0.08704871379945316,0.05992969142346967,0.041403939512304,0.03699570336476759,0.03638189833156632,0.024105797667540875
camden town,0.015623751936993786,0.003131140469990575,0.0,0.0,0.0,0.0015495950285157436,0.013882454430723517,0.03929900793967762,0.07019505727111523,0.06655271019377926,0.0438199913733885,0.042142594693036405,0.049043883892199304,0.05626467722095308,0.05989104909180951,0.0650350655782226,0.0757384539195169,0.09794399092608272,0.09966931322587344,0.05907631356135278,0.037573685639886896,0.030880074124958065,0.0366630988705529,0.03602409061137115
canada water,0.008418783990840364,0.0010523479988550455,0.0,0.0,0.0,0.004369348891246148,0.02391776531797747,0.07355491572797225,0.11423447997171289,0.0768382414844,0.038381236214241214,0.029819332895556567,0.031225269822026905,0.03383509285918742,0.0358135070970349,0.04344934417672711,0.060909902173730025,0.0935242713542456,0.1043087336465121,0.07800003367513596,0.050958899496556714,0.04038490680406122,0.0325806940445522,0.024422892357427894
canary wharf,0.004306330132812051,0.000661185534410395,0.0,0.0,0.0,0.005226240441556948,0.027539814868050363,0.0812970735353303,0.14931294198815614,0.09913758408555166,0.0316276663025355,0.026021962858621284,0.027286839533145518,0.02609095613177715,0.027735295808658657,0.03652618869660208,0.06924624849077216,0.1284712240556546,0.11213131719657334,0.06088081412062324,0.03339849364686943,0.022313574426493416,0.01796124877824412,0.012826999367561662
canning town,0.008546122093385053,0.0016283266609969094,0.0,0.0,0.0,0.015370573959219234,0.059242050239581824,0.0851397042046091,0.10052064967122322,0.06703105229314028,0.03881018067165882,0.0320790723723786,0.03295027899354892,0.037212968532846565,0.04005476155904499,0.050384782924350224,0.07012176149681595,0.09904789562114957,0.09164263934120186,0.05928353626916136,0.03737891265116472,0.029589910597606257,0.024476757451928063,0.019488062394988487
cannon street,0.002630878831771557,0.0,0.0,0.0,0.0,0.0030447249401401163,0.02589494220934701,0.08492713352449083,0.15634514765437937,0.10689053770433651,0.03940406160394928,0.031954831653315204,0.03591593011912856,0.03429010612196636,0.03455615004877472,0.041709775636288395,0.06636317952052972,0.11992669011794614,0.10012119778887936,0.045670874102101744,0.02432823908480889,0.01820922876821662,0.01643560258949422,0.011380767980135386
canons park,0.007332438293917175,0.0015491066818134876,0.0,0.0,0.0,0.01414850769389652,0.056903852111948774,0.1124651450996592,0.12527109366931735,0.05308272229680884,0.030362490963544358,0.02581844469689146,0.02581844469689146,0.027677372715067643,0.030155943405969225,0.04192915418775173,0.06599194464525457,0.09821336362697511,0.11411752556026025,0.06692140865434267,0.03573272746049778,0.02530207580295363,0.02499225446659093,0.016213983269647837
chalfont and latimer,0.00903761602344895,0.0004885197850512946,0.0,0.0,0.0,0.009281875915974597,0.063019052271617,0.16340986809965805,0.0940400586223742,0.0356619443087445,0.027357107962872496,0.023937469467513434,0.024425989252564728,0.022716170004885197,0.02076209086468002,0.0898876404494382,0.06472887151929653,0.0847581827063996,0.0893991206643869,0.07034684904738642,0.033707865168539325,0.029311187103077674,0.026624328285295554,0.01709819247679531
chalk farm,0.010668855149774312,0.0014068819977724367,0.0,0.0,0.0,0.0018758426636965825,0.016061902807901988,0.05674424057682162,0.10317134650331203,0.07397854504953397,0.040916818101881705,0.03435136877894367,0.03646169177560232,0.03857201477226098,0.038923735271704084,0.04736502725833871,0.06284072923383552,0.0872853039451316,0.10487132891728707,0.07350958438360983,0.045840905094085234,0.035934111026437655,0.05070637200304824,0.03851339468902046
chancery lane,0.003213367609254499,0.0008150981252743119,0.0,0.0,0.0,0.0019280205655526992,0.017117060630760548,0.05505047338391122,0.12373816540221957,0.11735845507555333,0.04838861370618847,0.04116245532635275,0.04901561226409179,0.04807511442723682,0.0455200953037808,0.05070850837043075,0.07440905385917612,0.11285974042259703,0.0941595084331306,0.04650761803247853,0.02721173741300395,0.01931155558342216,0.014076117624929463,0.009373628440654586
charing cross,0.006068422706152752,0.0006944788928022223,0.0,0.0,0.0,0.002149577525340212,0.017378507531788944,0.051259156373497365,0.09261372091869637,0.07215966400449758,0.04409940969294112,0.03875853630305736,0.042743522330803446,0.04403326884600757,0.04619938158308117,0.05529374803644361,0.07887295996825239,0.1172181159779751,0.1025513831704615,0.054285100120707044,0.03646014187211667,0.033847578418241646,0.040230170147328735,0.0230831555798072
chesham,0.009446339543426921,0.0020991865652059826,0.0,0.0,0.0,0.019417475728155338,0.0844922592495408,0.1629493571241144,0.10679611650485436,0.038310154815009184,0.023353450537916556,0.02072946733140908,0.02072946733140908,0.022566255575964315,0.02545263710312254,0.05221726580949882,0.0739963264235109,0.0784570978745736,0.09761217528207819,0.07557071634741537,0.031225400157438993,0.019942272369456837,0.019155077407504592,0.015481500918394122
chigwell,0.0017391304347826088,0.0,0.0,0.0,0.0,0.006376811594202898,0.05333333333333334,0.1808695652173913,0.17449275362318842,0.036521739130434785,0.024927536231884057,0.02434782608695652,0.022608695652173914,0.02608695652173913,0.024927536231884057,0.06840579710144927,0.08347826086956522,0.08463768115942029,0.08,0.0527536231884058,0.02608695652173913,0.01391304347826087,0.008115942028985508,0.006376811594202898
chiswick park,0.007628388502928757,0.0004086636697997548,0.0,0.0,0.0,0.004086636697997548,0.022748944285519684,0.09903282931480725,0.1390818689551832,0.07805476093175316,0.036643509058711346,0.031875766244380876,0.03146710257458112,0.03310175725378014,0.034872633156245746,0.04277346410570767,0.07151614221495708,0.10843209372020161,0.09889660809154066,0.0596648957907642,0.03378286337011306,0.025473368750851384,0.023838714071652365,0.01661898923852336
chorleywood,0.0101931330472103,0.001072961373390558,0.0,0.0,0.0,0.009656652360515022,0.06974248927038626,0.14967811158798283,0.0944206008583691,0.04291845493562232,0.030042918454935622,0.02467811158798283,0.02736051502145923,0.030042918454935622,0.03594420600858369,0.07027896995708155,0.07349785407725322,0.07349785407725322,0.07993562231759657,0.06062231759656652,0.043991416309012876,0.028969957081545063,0.022532188841201718,0.02092274678111588
clapham common,0.014948908792733695,0.0031537782263151254,0.0,0.0,0.0,0.004982969597577898,0.028604768512678187,0.0814620915857197,0.10363315251671502,0.0663870316639334,0.03169547117446701,0.02806862621420462,0.030749337706572472,0.03232622681973003,0.031380093351835496,0.03992683234514949,0.05468651444430428,0.08997729279677052,0.11227450485681847,0.0805474959000883,0.0516273495647786,0.04112526807114924,0.03926453891762331,0.03317774694083512
clapham north,0.015626507186264106,0.0029420275875373784,0.0,0.0,0.0,0.004485386321983216,0.030240185203048133,0.09129931513456159,0.09356612327577891,0.06732902479019967,0.03120478441207678,0.02638178836693354,0.027057007813253594,0.028310986784990836,0.02835921674544227,0.03424327192051702,0.05401755570560432,0.09076878556959583,0.11498022571621491,0.0837272113436867,0.05300472653612424,0.04403395389215781,0.04321404456448346,0.035207871129545674
clapham south,0.01199306247463006,0.0019188899959408097,0.0,0.0,0.0,0.0050186353739990405,0.03442931473486106,0.12155430089671206,0.13328905125650392,0.0645411269788553,0.03029632089745009,0.02535148898483339,0.025609801099671575,0.026052621867965607,0.02664304955902432,0.0353518580021403,0.04930071220340234,0.07904350714048489,0.10649839477471493,0.07967083656223477,0.04830436547474076,0.035757777039743165,0.032584228200302594,0.026790656481788997
cockfosters,0.010261854210898797,0.0024769992922859165,0.0,0.0,0.0,0.010615711252653927,0.04087048832271762,0.08616418966737438,0.09961075725406936,0.06210191082802548,0.04493984430290163,0.04016277423920736,0.03927813163481953,0.039631988676574664,0.041578202406227886,0.0537862703467799,0.07501769285208776,0.0937721160651097,0.08899504600141543,0.05785562632696391,0.03591648973814579,0.02653927813163482,0.02689313517338995,0.023531493276716206
colindale,0.010671936758893281,0.0021958717610891525,0.0,0.0,0.0,0.00891523935002196,0.04931927975406236,0.10215195432586736,0.12301273605621432,0.06003513394817743,0.035836627140974964,0.029292929292929294,0.031093544137022398,0.03566095740008784,0.03939393939393939,0.04953886693017128,0.06829161176987264,0.09569609134826526,0.09130434782608696,0.05617039964866052,0.037022397891963106,0.030083443126921388,0.025559947299077734,0.018752744839701362
colliers wood,0.01233612307096899,0.0023220937545353395,0.0,0.0,0.0,0.011126699240481834,0.04813506845338881,0.10497798848628513,0.12563494751100576,0.057907213003725026,0.031686904358763486,0.028881041072033282,0.02970344927676455,0.031590150452324516,0.03391224420685985,0.041991195394514055,0.059503652459968075,0.0906584103333172,0.10067243964975085,0.0657442794252818,0.0386531856223695,0.03149339654588554,0.028542402399496878,0.02452711528227952
covent garden,0.012413705744505668,0.0007811345451474655,0.0,0.0,0.0,0.0008866932674646906,0.00686131695061963,0.02155509109717736,0.04401798720628285,0.05436274199337091,0.043764646272721516,0.04560136804104123,0.05288491988092976,0.055882787594738956,0.06042181265437963,0.06631198935968079,0.07895792429328435,0.10469314079422383,0.10750100280786201,0.06854983427280596,0.04471467477357654,0.04061899634766821,0.06090738277703887,0.028310849325479764
croxley,0.0074993535040082755,0.000517196793379881,0.0,0.0,0.0,0.010861132660977503,0.05482286009826739,0.1582622187742436,0.1430049133695371,0.04008275148694078,0.018619084561675717,0.016808895784846133,0.018877682958365657,0.019136281355055598,0.02094647013188518,0.07008016550297388,0.07628652702353246,0.091285234031549,0.11016291698991466,0.06490819756917507,0.028704422032583398,0.017326092578226013,0.016291698991466253,0.015515903801396431
dagenham east,0.005928651742819176,0.0009199632014719411,0.0,0.0,0.0,0.02841664111213329,0.08504548706940611,0.11203107431258305,0.10037820709393847,0.05131350301543494,0.032914238985996117,0.030665440049064702,0.031483185117039764,0.03209649391802106,0.037207400592865175,0.05652662782377594,0.07850352652560565,0.09230297454768475,0.08330777879995911,0.05100684861494429,0.032914238985996117,0.024225697638761118,0.019012572830420117,0.013799448022079117
dagenham heathway,0.00679959100204499,0.0009713701431492842,0.0,0.0,0.0,0.029703476482617588,0.08517382413087934,0.09268916155419223,0.08890593047034764,0.05429447852760736,0.03726993865030675,0.0343558282208589,0.03578732106339468,0.03783231083844581,0.04212678936605317,0.05736196319018405,0.0806237218813906,0.09222903885480573,0.08594069529652351,0.05148261758691207,0.03164621676891616,0.023415132924335377,0.017586912065439674,0.013803680981595092
debden,0.006433933039437627,0.0009531752651018706,0.0,0.0,0.0,0.01370189443583939,0.054569283927082095,0.12057667103538663,0.1197426426784225,0.0718455856070535,0.03193137138091266,0.028237817228642915,0.03479089717621828,0.03705468843083522,0.03419516263552961,0.06374359585368759,0.07935184081973073,0.10544501370189444,0.08816871202192303,0.04420350291909925,0.02144644346479209,0.016918860955558203,0.014178482068390326,0.012510425354462052
dollis hill,0.012177596248392708,0.001512744875576734,0.0,0.0,0.0,0.010816125860373648,0.04107102337190833,0.08834430073368127,0.11943120792678315,0.06330837304288632,0.03804553362075486,0.0329778382875728,0.03403675970047652,0.037516072914303006,0.04190303305347553,0.05445881552076242,0.07427577339081765,0.09182361394750775,0.08599954617653732,0.05657665834656985,0.03713788669540882,0.029801074048861658,0.026775584297708193,0.02201043793964148
ealing broadway,0.0067105109024884115,0.0013722241745736902,0.0,0.0,0.0,0.008250079488595479,0.04750907843432568,0.0945830613986646,0.11242197566812256,0.060160315946248974,0.03514232642200914,0.03156115601519487,0.03336847565975534,0.033401944542062016,0.03395418110012216,0.04424586240942484,0.08892682028883646,0.10780326990980137,0.10219723212343323,0.06044480144585571,0.03331827233629533,0.026055524875746774,0.021855180146259017,0.016717706712184345
ealing common,0.008813219829744617,0.0008012018027040561,0.0,0.0,0.0,0.006609914872308463,0.03545317976965448,0.10025037556334501,0.12919379068602904,0.062193289934902356,0.03385077616424637,0.029243865798698046,0.03014521782674011,0.03375062593890836,0.03435152729093641,0.049674511767651475,0.07351026539809714,0.09924887330996494,0.09894842263395093,0.06039058587881823,0.03645468202303455,0.028642964446670006,0.02754131196795193,0.020931397095643466
earl s court,0.01040797289999509,0.0014400968792446036,0.0,0.0,0.0,0.004680314857544962,0.021535994239612482,0.06498437167591274,0.10175593630844257,0.07480321403439867,0.051205262899504146,0.042302845827810236,0.040486359991490334,0.04186099792167837,0.04462663851931857,0.05313630189667305,0.06658811592779879,0.08828775754005269,0.09010424337637259,0.06320061531412113,0.04238466951413095,0.03438231299196491,0.0351350909061155,0.0266908864778176
east acton,0.011751152073732719,0.0019201228878648233,0.0,0.0,0.0,0.007603686635944701,0.038325652841781875,0.09062980030721966,0.12073732718894009,0.06574500768049155,0.03940092165898618,0.03402457757296467,0.03387096774193549,0.037096774193548385,0.040706605222734255,0.05276497695852535,0.07703533026113671,0.09846390168970814,0.08287250384024578,0.05522273425499232,0.03732718894009217,0.027188940092165898,0.025806451612903226,0.021505376344086023
east finchley,0.009529833438751845,0.0014336917562724014,0.0,0.0,0.0,0.004554079696394687,0.02732447817836812,0.09323213156230234,0.14168247944339027,0.07391946025722117,0.035800126502213786,0.030782205355260384,0.03082437275985663,0.0319628926839553,0.03369175627240143,0.042251739405439595,0.062196921779464474,0.09070208728652751,0.1025932953826692,0.06662449926207042,0.0384988403963736,0.030318363904701665,0.02905334176681425,0.023023402909550916
east ham,0.008557377759483524,0.0012781906020494379,0.0,0.0,0.0,0.02229251066964189,0.08050434368162222,0.0797460950193895,0.09157477415021989,0.05736692735977816,0.036157629064754435,0.03273467796096102,0.033644576355640284,0.0374791481617886,0.040273836088303476,0.050152732944821164,0.07001884789531836,0.0965358868259711,0.097424120973158,0.060768214216079204,0.03769579063671223,0.027816893780194547,0.020949327325115362,0.017028098528997594
east putney,0.01056976041876384,0.000553654117173344,0.0,0.0,0.0,0.0033219247030400645,0.027481377088785987,0.11661968995369439,0.1445540567747131,0.062210589893295754,0.03180994564123213,0.027682705858667205,0.02788403462854842,0.030199315482182403,0.029092007247835717,0.03971209985906986,0.06054962754177572,0.09407086772699819,0.10650291926716328,0.06955908999396014,0.03805113750754983,0.031105294946647877,0.027280048318904772,0.02118985302999799
eastcote,0.005878250473248979,0.0011955763674404703,0.0,0.0,0.0,0.009963136395337252,0.047524160605758696,0.1156720135498655,0.120354687655674,0.05459798744644814,0.03536913420344725,0.03287835010461293,0.03427318919996015,0.03566802829530736,0.03925475739762877,0.05131015243598685,0.0692437979475939,0.09714057985453821,0.10311846169174056,0.06047623791969712,0.030586828733685366,0.02171963734183521,0.01892995915114078,0.014845073229052506
edgware,0.007061217162348154,0.0016157022320627131,0.0,0.0,0.0,0.009275327628508169,0.047693136257554905,0.09670277063012388,0.120399736700377,0.06349111363772365,0.03895637603973431,0.035844653222428344,0.03943510262701215,0.042905870384776494,0.043803482735922446,0.052300879660104126,0.06887678774459936,0.08898330441026868,0.0919753455807552,0.05595116988809766,0.03261324875830291,0.02429537430435043,0.0216623780743223,0.016157022320627133
edgware road,0.005833979511608009,0.00015058297121714064,0.0,0.0,0.0,0.0025014097349430804,0.01594265560975467,0.056819730321296,0.11567810280933336,0.08314186297997347,0.04856206080431147,0.03938009813799706,0.04380754321167603,0.04472205969352919,0.04570937572538812,0.055121933991699006,0.07469832532055289,0.1173707241927904,0.09452472227815586,0.051791593422602054,0.03429182040370121,0.027617764020099425,0.024552651382858663,0.017781003476512895
elephant and castle,0.009504976819156184,0.00011631964638827499,0.0,0.0,0.0,0.0039050167001778028,0.02339686601638445,0.06361022948204523,0.1021618837135878,0.08537862044899383,0.0494026155303345,0.03988102161883714,0.044683361305438776,0.047624586649828014,0.046311836354874625,0.05588328154339554,0.07627245384602602,0.0936871666195849,0.08232107545821632,0.05272603399857093,0.036424666411871254,0.03240333006530517,0.03012678841456322,0.024177869356420013
elm park,0.0077269800386349004,0.0015637935792475394,0.0,0.0,0.0,0.024008830834329867,0.07828166681997976,0.13880967712261982,0.12712721920706466,0.044706098794959064,0.027964308711250115,0.023364915831110295,0.02446877012234385,0.026676478704810967,0.02962009014810045,0.044706098794959064,0.07009474749333088,0.098059056204581,0.10100266764787048,0.04994940667831846,0.029252138717689266,0.020329316530218012,0.016925765798914544,0.015361972219667003
embankment,0.0069694958298461805,0.00046174713572479873,0.0,0.0,0.0,0.002395313266572393,0.015583965830711956,0.05109520648754726,0.09382124614008254,0.07546679749502179,0.04093676950160169,0.0371706444258463,0.04271161005454388,0.04227872211480188,0.04427000663761508,0.05298548382442065,0.07385068251998499,0.11477302242359527,0.1048887477994863,0.053981126085827245,0.0349917751291449,0.03829615306917549,0.04626129116042827,0.026810193068021126
epping,0.01249290176036343,0.0021091912062951245,0.0,0.0,0.0,0.02190313944998783,0.08623347124198913,0.1422081609475136,0.09231767664476352,0.03699196884886834,0.02660825829480003,0.02717611746572564,0.02433682161109759,0.025229171736837835,0.02904194045590979,0.04323841972905005,0.07601200616532815,0.09953760038938915,0.10383710554068305,0.06092317676644764,0.028717449501095157,0.020605175630729295,0.019469457288878073,0.021010789324247586
euston,0.0049431424371444025,0.0007311890199782167,0.0,0.0,0.0,0.0025972443313809573,0.020419976693349988,0.06285178950896088,0.09657026650316468,0.07634070361710069,0.05186110455241331,0.04415315363347627,0.048959198129374756,0.048761167769797324,0.04774816631503584,0.05344534742903277,0.07346164685093645,0.10293008766651687,0.09478037671467633,0.05700227734913514,0.041274096867312045,0.03173055684613803,0.024068305240949633,0.01537020252412543
euston square,0.0027000142106011083,4.060171745264825e-05,0.0,0.0,0.0,0.0027609167867800807,0.016017377535069734,0.06078077102661442,0.12245477983718711,0.09389147160924907,0.04951379443350454,0.03948517022270042,0.04216488357457521,0.04370774883777584,0.042225786150754174,0.05085365110944193,0.07848311983596906,0.12533750177632513,0.09793134249578757,0.049412290139872916,0.033800929779329664,0.023894110720883495,0.015245944903469416,0.009297793296656448
fairlop,0.007558578987150416,0.0012597631645250692,0.0,0.0,0.0,0.019652305366591082,0.07331821617535904,0.12673217435122197,0.13000755857898716,0.04409171075837742,0.023935500125976318,0.02292768959435626,0.021919879062736205,0.03199798437893676,0.029730410682791635,0.047367094986142604,0.06298815822625346,0.09674981103552532,0.10531620055429579,0.062232300327538424,0.03325774754346183,0.023683547493071302,0.019904257999496095,0.015369110607205845
farringdon,0.004065142656395072,6.273368296905975e-05,0.0,0.0,0.0,0.0033123384607663545,0.02045118064791348,0.07081378133547464,0.1508745075405887,0.10910642141978871,0.03859376176256556,0.029823592883491006,0.03104062633309076,0.026737095681413265,0.025934104539409298,0.03386364206669845,0.06959674788587489,0.14066146395322576,0.11359815312037339,0.05115304509297132,0.027728287872324408,0.02052646106747635,0.017402323655617172,0.014654588341572357
finchley central,0.01122697838701539,0.001681944327642755,0.0,0.0,0.0,0.004667395509208645,0.027962324447060802,0.0990244722899672,0.13724665713564882,0.06908586325792616,0.03632999747708351,0.03162055335968379,0.03212513665797662,0.034353712892103275,0.034311664283912205,0.045202253805399044,0.06807669666134052,0.10100075687494744,0.09776301404423514,0.0583634681692036,0.03481624758220503,0.029770414599276766,0.025145067698259187,0.02022538053990413
finchley road,0.007945590687636922,0.0005558643690939411,0.0,0.0,0.0,0.004250727528365431,0.02249615799627244,0.07082366020338096,0.11879148546578164,0.06990811888957918,0.039956838766635056,0.03433279926756695,0.03671974626426446,0.04054540103979335,0.0406434947519864,0.05051826177941994,0.07520517934800379,0.09874767027433541,0.10623549030507144,0.06654023477095118,0.03962985972599156,0.030572540300166758,0.025831344210836084,0.019749534054867082
finsbury park,0.009078777786648722,0.001551147963548023,0.0,0.0,0.0,0.006980165835966103,0.03260832373370439,0.08891727591044402,0.13039907843562165,0.07779691367177252,0.04109401553429064,0.03490082917983051,0.03600716265383168,0.03284783922807578,0.03264254023290031,0.03933756857556714,0.059696385597134936,0.08466302451041892,0.09197394983861218,0.06192045804486924,0.040443902049568305,0.036246678148203065,0.03572202516053241,0.02517193790845946
fulham broadway,0.007757543882716455,0.000164354743277891,0.0,0.0,0.0,0.0016106764841233318,0.015186378278877128,0.06955492735520347,0.1135362566563671,0.06561041351653409,0.04194333048451778,0.038656235618959964,0.04095720202485044,0.04348826507132996,0.045131812504108866,0.06488725264611137,0.07017947537965946,0.09374794556570902,0.09904016829925712,0.06577476825981197,0.03790020379988166,0.02886069291959766,0.02794030635724147,0.02807179015186378
